avggift,lastgife,pgift,ampergift,response
20.29,30,0.12,30,0
10.28,11,0.27,11,0
10,16,0.18,14.25,0
5.25,6,0.29,5.14,0
4.33,1,0.17,4.33,0
10.25,16,0.21,11.8,0
7.83,15,0.18,15,0
11.17,10,0.11,12.5,0
7.38,10,0.42,8.33,0
11.33,15,0.16,10,0
11.5,20,0.11,20,0
15,15,0.08,15,0
44.8,53,0.14,49.67,0
9.75,20,0.15,9.75,0
9,20,0.13,13.33,0
11,17,0.09,11,0
11.8,15,0.11,15,0
11.2,8,0.18,12.4,0
17.5,10,0.09,25,0
5.37,5,0.25,4.67,0
15,15,0.08,15,0
20,20,0.07,20,0
14.5,20,0.11,15,0
16.11,30,0.13,27.5,0
10.92,19,0.17,17,0
16.43,25,0.15,22.5,0
7.67,12,0.19,11,0
14.6,15,0.19,16.75,0
5.93,6,0.22,6.8,0
8.61,10,0.22,10,0
10,5,0.19,11.67,0
10.38,16,0.15,16,0
3.65,10,0.27,7.5,0
15,15,0.08,15,0
5.8,10,0.21,6.5,0
12.09,20,0.19,15.33,0
15,15,0.09,15,0
6.64,12,0.26,10.67,0
11.5,20,0.22,16,0
15,15,0.08,15,0
8.75,14,0.23,13,0
15,15,0.08,15,0
8.78,16,0.2,12,0
3.48,15,0.49,7.2,0
8,13,0.19,11.5,0
25,25,0.08,25,0
15.6,25,0.21,27.5,0
9,15,0.09,15,0
7.56,10,0.23,10,0
11.75,15,0.11,13.5,0
15,15,0.08,15,0
4.29,5,0.28,4.4,0
40.71,100,0.1,100,0
11.73,15,0.19,15.25,0
15,15,0.07,15,0
16.67,15,0.06,15,0
9.4,5,0.11,10,0
16,20,0.27,20.14,0
7,15,0.13,15,0
5.91,9,0.26,9,0
9.05,10,0.36,9.89,0
6.5,5,0.21,6.6,0
10.6,25,0.28,25,0
25,25,0.08,25,0
13,16,0.09,16,0
7.33,20,0.19,10.5,0
6.14,10,0.2,7.5,0
7,10,0.18,7.5,0
8.2,12,0.15,10.67,0
14.23,26,0.18,22,0
8.33,10,0.21,8.33,0
6.62,10,0.2,7,0
25,25,0.06,25,0
9.1,10,0.16,10,0
12.5,15,0.11,15,0
2.53,5,0.42,3,0
28,28,0.07,28,0
13,16,0.09,13,0
36.43,60,0.1,55,0
9.6,10,0.15,10.67,0
10.2,15,0.12,14,0
25,25,0.06,25,0
6.8,9,0.25,7.83,0
7.53,30,0.25,30,0
11.67,15,0.08,15,0
10.33,15,0.15,15,0
6.43,9,0.16,7.25,0
10.89,10,0.18,13.6,0
9.06,10,0.23,12.67,0
4.42,10,0.25,5.33,0
13,16,0.14,16,0
15,20,0.11,15,0
13.11,20,0.17,17.2,0
15,15,0.07,15,0
15,20,0.09,15,0
4.95,5,0.31,4.33,0
7.44,12,0.27,12,0
8.71,10,0.21,10,0
13.92,20,0.19,20,0
8.33,5,0.14,8.33,0
10,10,0.17,10,0
4.57,6,0.24,4.67,0
6.89,15,0.16,12.5,0
12.5,20,0.09,12.5,0
19.8,25,0.19,23.25,0
15,15,0.07,15,0
8.75,10,0.14,8.75,0
4,5,0.29,4.14,0
10.2,16,0.13,16,0
16.5,25,0.17,20.83,0
14,25,0.11,17.33,0
15,20,0.11,20,0
15,15,0.07,15,0
13.44,17,0.24,13.25,0
7.6,10,0.2,8.33,0
10,15,0.1,10,0
9.29,10,0.16,10,0
13.11,11,0.15,9,0
9.83,18,0.13,17,0
12.5,15,0.09,12.5,0
8.43,9,0.17,9.4,0
3.56,5,0.26,4,0
11.2,20,0.22,13,0
10.38,15,0.2,13,0
5.83,6,0.22,5.83,0
10.5,16,0.09,10.5,0
20,20,0.08,20,0
9.17,25,0.17,22.5,0
16.5,25,0.09,16.5,0
11.5,15,0.19,13,0
19,25,0.09,19,0
8,6,0.21,10,0
32.86,10,0.12,10,0
6.64,8,0.2,8.4,0
16.27,20,0.15,32.5,0
20,20,0.08,20,0
10.53,10,0.42,12,0
18.67,21,0.1,17.5,0
15,15,0.08,15,0
6,10,0.15,6.75,0
15,10,0.1,15,0
3.01,6,0.58,3.8,0
8.2,15,0.15,15,0
15.88,19,0.24,18.22,0
17.5,20,0.08,20,0
20,20,0.07,20,0
7.33,12,0.3,10.2,0
6.46,7,0.26,5.5,0
12.5,10,0.14,15,0
8.5,15,0.27,9.67,0
14.2,15,0.17,14.2,0
6.47,10,0.22,10,0
7.2,10,0.14,8.67,0
8.24,11,0.39,9.57,0
10.81,6,0.58,11.2,0
56.67,60,0.09,56.67,0
5.22,5,0.26,4.86,0
25,30,0.16,28.33,0
10.25,10,0.15,11.67,0
25,25,0.07,25,0
8.8,25,0.19,13.5,0
9.44,16,0.16,15,0
15,20,0.12,19,0
25,25,0.08,25,0
8.56,15,0.25,10.33,0
15,18,0.11,19,0
20,20,0.08,20,0
23.33,40,0.08,32.5,0
7.92,17,0.19,16,0
12.33,15,0.12,13.5,0
24.31,30,0.23,25,0
13.6,25,0.31,25,0
11.7,16,0.14,10,0
15.6,50,0.09,50,0
13,6,0.14,20,0
17.5,25,0.11,17.5,0
10,20,0.13,20,0
4.12,5,0.24,4.5,0
16.64,25,0.19,25,0
11,10,0.17,11.75,0
22.5,25,0.07,20,0
18.33,5,0.09,25,0
15.2,30,0.1,0,0
8.9,10,0.27,11.43,0
10.5,15,0.11,13.5,0
13.56,20,0.14,14,0
10,16,0.12,16,0
11.69,15,0.18,15,0
17.5,20,0.16,21.25,0
16.62,21,0.14,21,0
10,15,0.13,12.5,0
8.36,13,0.4,11.67,0
22.5,25,0.08,22.5,0
13.1,17,0.18,17.67,0
19,10,0.13,25,0
22.5,25,0.11,25,0
7,10,0.17,7,0
9.14,10,0.23,10,0
21.43,30,0.12,30,0
20,20,0.07,20,0
11,15,0.1,11,0
8.07,15,0.16,10,0
25,25,0.07,25,0
9.8,13,0.13,13,0
20,20,0.06,20,0
9.5,15,0.13,11,0
11,10,0.21,12,0
5.91,5,0.25,7.6,0
13.75,23,0.26,24,0
7.33,9,0.22,7.33,0
9,17,0.09,17,0
9.18,20,0.27,20,0
25,25,0.08,25,0
9.86,15,0.35,16.5,0
4.78,7,0.2,6.25,0
16.56,20,0.24,20,0
11.54,20,0.22,20,0
9.75,15,0.17,10,0
12.64,25,0.27,37.5,0
15.64,25,0.19,25,0
27.25,35,0.12,28.33,0
14.67,18,0.1,17,0
9.5,15,0.11,15,0
7.55,10,0.18,10,0
4.57,7,0.44,5.71,0
5.87,10,0.4,7.8,0
18.2,25,0.1,23,0
16.4,30,0.1,30,0
15.5,25,0.11,19,0
8.33,10,0.16,10,0
23,15,0.11,30,0
12,20,0.12,0,0
8.47,14,0.26,14.5,0
19.25,26,0.1,23.5,0
18.75,21,0.1,20,0
9.38,13,0.21,13,0
8.75,15,0.13,11.5,0
23.33,50,0.09,50,0
10.67,10,0.14,10.67,0
9.55,25,0.13,0,0
25.5,32,0.14,28.8,0
13.82,25,0.16,24,0
12.7,16,0.2,16,0
16.2,16,0.19,16.5,0
6.44,10,0.23,8.2,0
30,40,0.07,30,0
9.85,13,0.29,13.25,0
14,5,0.17,15,0
13.14,20,0.15,18.33,0
16.17,30,0.12,30,0
9.23,10,0.25,9.8,0
15.29,20,0.12,16.67,0
13.33,25,0.1,13.33,0
13.22,20,0.28,14,0
11.5,10,0.2,15,0
14,15,0.11,25,0
22.48,15,0.25,15,0
13.63,5,0.24,20,0
6,7,0.23,6.75,0
14.35,15,0.24,20,0
7.93,7,0.2,12,0
8.91,6,0.19,7,0
14,17,0.21,17,0
3.17,3,0.33,3.4,0
12.92,18,0.2,16.67,0
16.67,25,0.1,22.5,0
8.75,15,0.11,12.5,0
12.75,14,0.11,14.5,0
10.71,17,0.15,15.67,0
8,15,0.15,8.75,0
13.33,20,0.13,20,0
7.4,10,0.23,10,0
13.33,17,0.16,17.67,0
5.13,5,0.32,5,0
17.5,25,0.15,20,0
12,20,0.19,15.5,0
17,24,0.07,24,0
11.75,15,0.11,12.5,0
9.91,11,0.28,10,0
14,12,0.08,16,0
28,28,0.07,28,0
8.74,10,0.32,10,0
11.18,20,0.24,20,0
15.17,18,0.11,18,0
15.33,24,0.13,15.33,0
3.75,10,0.28,4.83,0
5.4,13,0.21,12,0
11.88,16,0.15,15.33,0
6.71,10,0.27,9.25,0
16.67,20,0.1,0,0
8.54,11,0.19,11,0
21.25,25,0.18,20,0
20,20,0.06,20,0
20,20,0.09,20,0
6.95,6,0.29,7.5,0
13.82,20,0.16,21.67,0
17,20,0.18,17,0
10.33,15,0.09,15,0
10.67,15,0.16,13.67,0
69.11,500,0.12,262.5,0
10.92,10,0.23,10,0
11.67,10,0.13,11.67,0
10.09,10,0.16,13.67,0
10.47,15,0.24,15,0
30,50,0.07,50,0
7.62,12,0.14,12.33,0
5.44,8,0.2,7,0
15,15,0.07,15,0
12.29,22,0.15,21,0
13.43,12,0.22,13,0
9.88,15,0.12,14,0
8.4,10,0.15,9.25,0
11.05,5,0.25,9.17,0
11.25,15,0.1,15,0
25.4,30,0.12,26.75,0
17.5,25,0.07,17.5,0
25,25,0.05,25,0
20,20,0.06,20,0
13.4,20,0.14,17.5,0
16,13,0.13,13,0
22.5,20,0.11,25,0
5,5,0.39,5.33,0
21.25,30,0.1,25,0
16.11,15,0.16,15,0
23.5,25,0.13,25,0
7,8,0.19,8,0
7.07,10,0.22,10,0
36.75,40,0.1,41,0
11.89,20,0.17,15,0
16,20,0.19,19.57,0
26.07,20,0.25,26.5,0
12.36,25,0.73,15,0
10.06,10,0.4,11.25,0
13.67,20,0.1,12.33,0
9.2,10,0.2,10,0
7.72,10,0.26,8.5,0
10.22,15,0.15,10,0
13.8,16,0.21,14.67,0
16.34,10,0.42,21,0
20,20,0.07,20,0
10.67,20,0.09,13.5,0
26.43,50,0.14,39.5,0
15,20,0.06,20,0
14.2,15,0.1,20,0
10.2,15,0.14,13.67,0
5.17,11,0.37,10.5,0
23.33,25,0.08,25,0
10.94,10,0.46,10.71,0
6.77,7,0.44,7.14,0
10,15,0.1,10,0
7.22,25,0.24,25,0
25,25,0.08,25,0
11.64,20,0.19,16,0
5.08,10,0.3,4.86,0
20,20,0.07,20,0
9.25,15,0.11,12.5,0
15,15,0.08,15,0
24.17,25,0.13,25,0
15,15,0.07,15,0
21.54,21,0.21,21,0
7.5,10,0.28,10,0
11.33,12,0.15,11.33,0
11.33,25,0.14,25,0
10,10,0.11,10,0
7.67,20,0.21,10.67,0
13.4,16,0.1,15,0
5.4,5,0.26,5.57,0
7.43,11,0.36,9.67,0
11.43,15,0.12,12.33,0
14.38,20,0.12,20,0
12.3,14,0.17,14,0
15,15,0.08,15,0
15.71,10,0.21,10,0
11.4,15,0.13,14,0
12.5,15,0.09,15,0
15,15,0.07,15,0
50,50,0.07,0,0
6.21,8,0.27,7.25,0
16.5,20,0.08,16.5,0
8,9,0.18,7.75,0
6,10,0.2,6.4,0
11.2,15,0.1,12.5,0
6.25,10,0.19,7.5,0
13.4,15,0.17,14.25,0
13.8,17,0.13,16.5,0
6.17,12,0.19,7.25,0
5.88,15,0.24,15,0
12.86,16,0.21,13.25,0
10,17,0.18,11.5,0
10.17,20,0.24,14,0
12,20,0.08,20,0
8.89,16,0.15,15.5,0
8.24,15,0.27,13.33,0
5.12,4,0.24,5,0
18.33,30,0.09,25,0
10.11,20,0.17,20,0
23.61,25,0.27,25,0
11.71,20,0.29,14.5,0
5.37,6,0.32,7,0
8.17,10,0.18,8.8,0
16.33,50,0.12,30.5,0
25.95,26,0.27,29.5,0
10.25,10,0.14,12,0
11.17,10,0.16,11.25,0
20,20,0.07,20,0
14.67,26,0.17,23.5,0
13.5,22,0.09,13.5,0
3.75,3,0.24,4,0
13.33,10,0.12,13.33,0
27.5,30,0.07,30,0
11.67,17,0.15,16,0
5.44,6,0.26,6,0
11.5,10,0.15,15,0
18.78,25,0.15,22.5,0
11.42,17,0.31,15.5,0
11.9,5,0.17,23.67,0
12.5,15,0.09,12.5,0
10.9,20,0.17,16,0
8.62,12,0.37,10.6,0
14,15,0.11,15,0
26.25,30,0.08,30,0
5.62,7,0.2,7.2,0
7.65,15,0.22,14,0
23.33,50,0.15,27.5,0
10,10,0.24,10,0
14.25,19,0.13,19,0
5.75,11,0.17,7,0
9.71,10,0.25,10,0
5.1,5,0.27,5.4,0
9.33,14,0.23,13,0
11.25,15,0.12,11.67,0
15,15,0.08,15,0
12.29,10,0.2,10,0
5.82,7,0.32,7,0
10.43,20,0.19,15,0
41.67,50,0.19,37.5,0
18.69,29,0.18,29,0
15,15,0.08,15,0
6.18,6,0.22,9.33,0
20,20,0.08,20,0
8.4,10,0.15,9,0
27.8,30,0.19,30,0
20,20,0.08,0,0
17.5,20,0.08,17.5,0
11.5,3,0.12,11.5,0
23.57,35,0.12,32.5,0
12,15,0.29,12,0
29.36,40,0.18,40,0
10.57,10,0.21,10.67,0
7.12,20,0.13,15,0
20,25,0.11,20,0
13.33,15,0.09,15,0
14.71,25,0.19,15.67,0
9,15,0.11,13,0
8.96,9.80E+00,0.17,9.95,0
20,20,0.06,20,0
35.21,15,0.41,11.8,0
15.29,25,0.12,25,0
6.92,10,0.2,10,0
12,25,0.22,25,0
15,15,0.08,15,0
17.5,25,0.1,22,0
25,25,0.06,25,0
9.75,11,0.15,9.75,0
6.5,5,0.25,5.4,0
11,10,0.37,10,0
20,20,0.07,20,0
10,15,0.1,15,0
11.12,10,0.25,10,0
20,20,0.08,20,0
8.79,20,0.33,16,0
18,18,0.08,18,0
10.5,10,0.17,10.5,0
12.08,10,0.18,11.67,0
7.78,15,0.18,12.5,0
10.6,17,0.14,16,0
23,25,0.13,29,0
25,25,0.06,25,0
8.2,9,0.17,9.67,0
12,15,0.09,0,0
13.5,21,0.11,18,0
10.5,14,0.27,12.86,0
16.25,20,0.08,20,0
9.75,19,0.27,19.5,0
6.67,5,0.19,7.5,0
6.86,7,0.13,7.17,0
9.04,25,0.34,14,0
8.85,20,0.27,14.25,0
17.22,20,0.21,18.75,0
25,25,0.07,25,0
10.33,16,0.1,13,0
16.67,25,0.09,22.5,0
5.47,12,0.25,11,0
5.8,10,0.16,8.5,0
5.76,8,0.4,7.57,0
24.75,27,0.08,27,0
14,18,0.13,17,0
3.38,3,0.32,3.67,0
18.33,25,0.09,22.5,0
12.41,27,0.25,23.67,0
8.25,11,0.18,9,0
6.2,6,0.19,6.25,0
10.31,14,0.24,12.67,0
7.5,10,0.18,8,0
11.67,15,0.09,12.5,0
10.5,13,0.19,13.5,0
20,20,0.07,20,0
8.29,15,0.17,12.5,0
15.64,25,0.18,23.75,0
25,25,0.08,25,0
15,15,0.08,0,0
23.33,20,0.07,22.5,0
8.68,12,0.2,11,0
15,15,0.08,15,0
9.18,16,0.39,13.75,0
12.3,25,0.17,16.67,0
9.86,15,0.13,14,0
5.87,5,0.22,7.67,0
23,23,0.07,23,0
10.14,15,0.12,15,0
9.8,15,0.15,12.5,0
6.14,6,0.19,6.33,0
7,11,0.13,7,0
12,15,0.14,13.33,0
4.92,10,0.18,10,0
15,20,0.08,15,0
22,24,0.07,22,0
5.25,10,0.2,6.67,0
17.6,27,0.15,24.5,0
10.33,16,0.1,13,0
25,25,0.07,25,0
4.79,10,0.22,5.67,0
6.94,10,0.28,7.2,0
15.83,20,0.14,18.33,0
8.27,20,0.35,15,0
7.83,9,0.33,10,0
10,20,0.12,11.67,0
8.75,20,0.13,12.5,0
11,3,0.23,12.1,0
9.4,15,0.12,11.67,0
10,15,0.12,15,0
12.75,15,0.12,13.67,0
12.5,15,0.15,12.5,0
10.33,15,0.09,15,0
11.17,20,0.21,16.75,0
12.56,17,0.17,15.67,0
11.22,25,0.24,25,0
14.62,10,0.33,20,0
12.14,20,0.15,20,0
17,27,0.13,27.33,0
12,20,0.09,20,0
7.95,11,0.47,9.33,0
5.16,12,0.25,12,0
8.25,25,0.15,17.5,0
4.62,10,0.32,6.6,0
15,15,0.08,0,0
25.9,25,0.35,41.5,0
9.16,0,0.19,0,0
15,15,0.08,15,0
11.6,15,0.12,16,0
14.86,20,0.12,20,0
3.79,6,0.31,4.12,0
13,16,0.1,13,0
15,20,0.07,20,0
20,20,0.07,20,0
9.3,13,0.27,12,0
20,20,0.06,20,0
14.08,25,0.19,15,0
23.33,25,0.07,25,0
15.12,17,0.15,16.5,0
15,15,0.07,15,0
12.67,20,0.15,16.33,0
20,20,0.08,20,0
8,10,0.2,9.6,0
19,25,0.1,25,0
25,25,0.06,25,0
14.5,30,0.12,30,0
15,15,0.08,15,0
14.33,25,0.1,20,0
8.8,16,0.12,13,0
8.67,9,0.22,9.6,0
15,15,0.08,15,0
20,25,0.1,25,0
8.38,18,0.15,15,0
11.83,14,0.19,11.83,0
25,25,0.1,25,0
13.1,15,0.2,18,0
55,60,0.07,55,0
5.96,10,0.33,10,0
11.43,14,0.22,15.33,0
12,17,0.11,16,0
31.25,50,0.16,25,0
50,50,0.05,50,0
14.85,23,0.33,19.5,0
19,21,0.17,17,0
10.67,10,0.22,10,0
5,12,0.3,9,0
11.2,17,0.11,17,0
10.89,13,0.13,13.67,0
20,25,0.07,20,0
9.73,10,0.24,13,0
9.15,25,0.36,20.67,0
16.67,15,0.1,25,0
10.43,20,0.17,10.67,0
8.43,15,0.14,15,0
4.64,10,0.2,2.67,0
8.29,12,0.26,10,0
20,20,0.14,20,0
25,25,0.07,25,0
8.83,13,0.44,13,0
8.33,16,0.19,16,0
9.4,10,0.17,10,0
15.33,18,0.16,16.4,0
27.5,50,0.1,25,0
5.23,7,0.24,6.14,0
50,50,0.06,50,0
17.5,20,0.12,20,0
25,25,0.08,25,0
8.91,15,0.17,0,0
5.04,5,0.31,5,0
11.62,15,0.31,16.75,0
9.07,13,0.36,12,0
10.62,15,0.12,13.33,0
13.17,25,0.22,20.33,0
3.92,5,0.52,4.43,0
5.76,10,0.23,7,0
9.67,16,0.25,10,0
8.18,25,0.17,20,0
20,25,0.19,25,0
5.67,10,0.32,7,0
50,50,0.05,50,0
26,30,0.09,29,0
14,25,0.12,17.5,0
9.67,12,0.26,12.5,0
20.33,30,0.12,27.5,0
16.87,20,0.2,19,0
6.55,10,0.29,7.5,0
10.71,15,0.23,15,0
20,20,0.11,20,0
13.33,20,0.11,15,0
16.6,18,0.11,18,0
12.8,25,0.2,35,0
14.67,25,0.23,25,0
15.25,20,0.25,18.67,0
20,20,0.07,20,0
15,15,0.06,15,0
9.8,14,0.17,12.67,0
14.38,15,0.16,20,0
12.6,16,0.09,13.67,0
9.59,16,0.21,14.25,0
9.83,12,0.19,11.25,0
14.6,18,0.15,17.67,0
21.33,40,0.1,35,0
5.25,5,0.18,6,0
5,5,0.38,5.09,0
8.5,15,0.14,13,0
7,10,0.29,10,0
10,10,0.2,10,0
25,25,0.06,25,0
6.5,8,0.17,7.67,0
7.71,10,0.22,8.33,0
10.33,10,0.33,10,0
7.3,10,0.19,10,0
9.11,15,0.14,12.5,0
24.2,50,0.07,27.75,0
200,250,0.09,183.33,0
7.57,5,0.16,8.75,0
11.5,10,0.22,10,0
5.36,12,0.23,10.67,0
9.3,12,0.2,12,0
10.6,26,0.19,26,0
15,25,0.09,15,0
9,15,0.25,11.67,0
25.83,30,0.11,30,0
3.46,3,0.41,3.29,0
12.67,5,0.13,12.67,0
16.73,25,0.16,24.25,0
8.41,10,0.22,10,0
14.62,25,0.13,22.5,0
10.4,12,0.2,11.5,0
20,15,0.08,20,0
25,25,0.06,25,0
22.34,34,0.16,34.33,0
8.85,12,0.35,10.4,0
14,10,0.18,15,0
16,20,0.13,22.5,0
5.83,20,0.28,20,0
8.87,13,0.21,12.33,0
20,20,0.07,20,0
10.96,13,0.31,12.5,0
13.75,20,0.12,16.67,0
11,15,0.1,15,0
10.57,10,0.24,10.57,0
15,30,0.1,30,0
22.67,26,0.23,22.14,0
22.2,27,0.18,27,0
20,20,0.07,20,0
9.11,12,0.28,10,0
12.09,17,0.16,15.5,0
10.4,18,0.12,18,0
12,20,0.09,15.5,0
10.67,21,0.12,21,0
8.89,25,0.15,10,0
20,20,0.08,20,0
40,50,0.09,50,0
11,15,0.18,12.5,0
6.56,8,0.42,6.83,0
15,15,0.08,15,0
12.38,15,0.19,12.25,0
10.2,17,0.25,17,0
5.19,6,0.24,6.5,0
13.33,16,0.09,15,0
14.25,20,0.09,20,0
12.8,18,0.11,16,0
68,100,0.09,100,0
11.44,10,0.15,10.67,0
8.58,14,0.28,14,0
16,31,0.14,31,0
28.75,30,0.07,30,0
10.33,15,0.11,15,0
12.33,15,0.12,12.33,0
5.5,10,0.24,10,0
9.33,16,0.16,15.5,0
10.73,20,0.26,19.25,0
10,15,0.1,10,0
50,50,0.05,50,0
3.94,10,0.3,10,0
8.56,15,0.15,12.5,0
3,3,0.4,3.25,0
10.73,15,0.15,13.67,0
10.93,12,0.25,12,0
7.21,16,0.21,14,0
12.9,20,0.18,17.67,0
32.5,50,0.11,35,0
16.5,26,0.17,22.75,0
15,15,0.08,15,0
23.33,25,0.08,25,0
27.83,25,0.36,38,0
32.4,50,0.12,35.67,0
15,15,0.07,15,0
20,20,0.07,20,0
9,10,0.22,8.75,0
10.6,17,0.11,17,0
27.22,25,0.14,28.33,0
17.33,17,0.12,17,0
17.5,25,0.08,25,0
25,25,0.09,25,0
25,25,0.09,25,0
8,10,0.27,10,0
12,20,0.1,15,0
14.54,21,0.33,20,0
13,16,0.1,16,0
4.44,8,0.61,6.5,0
8,15,0.25,15,0
23.75,35,0.08,35,0
9.33,10,0.18,10.2,0
17.22,25,0.2,20.33,0
16.9,27,0.16,27,0
13,20,0.11,16,0
15,20,0.09,15,0
9.86,20,0.14,17.5,0
9,15,0.09,9,0
15,15,0.08,15,0
7.5,10,0.15,10,0
26.67,30,0.07,0,0
10.64,21,0.15,20.5,0
10.24,15,0.3,15,0
17,19,0.09,18,0
20.71,25,0.15,25,0
12,20,0.12,12,0
18.75,25,0.11,22.5,0
23.4,30,0.09,30,0
15,20,0.09,15,0
8,10,0.24,8,0
10.64,20,0.21,10.8,0
26,25,0.09,25,0
9.73,10,0.35,10.45,0
6.11,10,0.25,9,0
8.57,15,0.16,15,0
10,15,0.08,15,0
20,20,0.11,20,0
7.43,10,0.21,8,0
8,15,0.17,15,0
8,20,0.15,12.5,0
7.67,20,0.1,20,0
10,15,0.16,11.67,0
18,21,0.11,19,0
12.45,15,0.17,15,0
6.08,4,0.33,6.78,0
12.75,17,0.23,17,0
10.33,11,0.15,13.67,0
11.5,17,0.13,16,0
20,20,0.07,20,0
11.91,10,0.18,13.25,0
8.25,9,0.21,9,0
21.25,10,0.12,10,0
12.33,15,0.12,12.33,0
11.09,15,0.2,15.33,0
19,21,0.09,21,0
15,15,0.08,15,0
9,15,0.12,15,0
7.25,11,0.14,10.33,0
25,30,0.1,26.67,0
12,25,0.1,20,0
11.07,25,0.2,16.25,0
18.75,30,0.14,27.5,0
10,15,0.1,10,0
13.91,10,0.14,10,0
27,30,0.12,27,0
20,20,0.07,20,0
5.67,15,0.31,12.5,0
7.67,12,0.28,10.67,0
7.65,5,0.66,10.56,0
16.67,25,0.13,25,0
13.75,20,0.12,15,0
45,40,0.09,45,0
12.23,20,0.23,14.29,0
2.67,10,0.36,6.67,0
18,19,0.12,18,0
13.75,25,0.21,25,0
20,20,0.08,20,0
8.17,10,0.13,9,0
6.92,8,0.21,7.5,0
23,37,0.11,31,0
30,30,0.07,30,0
22.86,48,0.15,29.5,0
20,20,0.07,20,0
17.27,35,0.17,26.67,0
9.12,10,0.33,10.33,0
11.8,10,0.19,10,0
10.67,20,0.1,13.5,0
18,25,0.12,25,0
2.82,3,0.39,3.29,0
11.62,19,0.14,19.5,0
9.24,11,0.27,11,0
7.63,7,0.28,7.6,0
5.31,10,0.25,10.5,0
10,0,0.11,12.5,0
14.25,20,0.24,20,0
26,42,0.09,42,0
8,10,0.17,8,0
17.5,50,0.15,21.67,0
6.75,10,0.31,10,0
4.62,11,0.28,7.2,0
23.33,25,0.07,25,0
12.31,25,0.18,25,0
25,25,0.07,25,0
12.5,15,0.11,12.5,0
5.8,5,0.22,6.4,0
10.15,12,0.18,11,0
7.17,10,0.19,8.75,0
12.44,12,0.21,10.8,0
6.42,5,0.32,5.62,0
9.67,19,0.12,9.67,0
23.62,30,0.2,29.6,0
8.17,10,0.21,7,0
8.4,15,0.21,15,0
10,15,0.09,10,0
11,20,0.16,19.5,0
4.09,10,0.4,8,0
10.18,15,0.17,13,0
16,10,0.13,19.33,0
14.9,25,0.15,25,0
12,25,0.11,20,0
3.37,5,0.66,3.71,0
53,53,0.06,53,0
7,10,0.13,8.33,0
16.2,20,0.14,22.5,0
18.33,21,0.11,21,0
14.16,21,0.33,20.2,0
12.75,15,0.14,13.67,0
11.75,20,0.12,14,0
13,16,0.08,13,0
11.5,10,0.13,15,0
10.25,20,0.12,12,0
9.2,10,0.19,10.5,0
17,25,0.18,20.75,0
12.5,20,0.11,12.5,0
7.29,5,0.22,8.5,0
8.33,10,0.16,8.75,0
15,20,0.1,20,0
15,20,0.11,15,0
4.93,5,0.28,5,0
11.17,18,0.19,12.2,0
26.25,35,0.15,28.33,0
17.5,20,0.1,17.5,0
18.33,25,0.1,25,0
10,20,0.11,20,0
19.1,17,0.16,15.67,0
15,20,0.09,15,0
25,25,0.07,25,0
7.7,8,0.21,9.4,0
8.94,12,0.22,11,0
20,20,0.07,20,0
37.5,50,0.08,37.5,0
12,17,0.12,17,0
18,10,0.17,0,0
12,15,0.09,15,0
5.85,10,0.33,7.67,0
8.67,15,0.14,15,0
13.4,25,0.14,12.33,0
8.08,10,0.19,7.67,0
11.71,20,0.18,14,0
6.33,9,0.25,8,0
9,15,0.13,9,0
5.22,5,0.32,5,0
8.87,4,0.18,6,0
16.57,19,0.12,15.33,0
20,20,0.07,20,0
27,32,0.17,34.25,0
6,10,0.14,6,0
8.29,10,0.19,10,0
28.69,50,0.18,40,0
4.84,2,0.47,3.8,0
16.75,20,0.15,15.67,0
12.31,25,0.18,25,0
20.8,26,0.14,24,0
7.75,10,0.17,7.75,0
15,20,0.1,15,0
11,24,0.12,14.5,0
10.17,10,0.23,13.33,0
7.68,14,0.32,25,0
7.63,10,0.23,8,0
8.83,20,0.19,20,0
11.33,16,0.13,16,0
14.19,25,0.24,22,0
11.33,15,0.12,15.33,0
15.8,17,0.19,15.8,0
15,15,0.07,15,0
17.2,22,0.26,20.8,0
22.5,25,0.07,22.5,0
12.62,21,0.2,21,0
9.69,20,0.18,20,0
7,5,0.16,7,0
10.5,11,0.17,12,0
17.5,20,0.14,15,0
8.33,10,0.17,7.5,0
9,15,0.11,12,0
6.8,10,0.19,6,0
7.5,10,0.15,7.5,0
6.39,10,0.3,8.38,0
25,25,0.06,25,0
15,20,0.1,20,0
12.29,15,0.15,15,0
8.67,15,0.19,10.67,0
6.69,10,0.23,10,0
15,25,0.08,15,0
20,20,0.14,20,0
10,15,0.22,10,0
18,21,0.09,18,0
21.45,28,0.16,29.33,0
20,20,0.14,20,0
15,25,0.09,22.5,0
9,12,0.51,10.67,0
15,20,0.06,20,0
10.33,15,0.1,13,0
6.11,11,0.33,8.5,0
20.1,25,0.17,30.5,0
6.21,12,0.45,10.67,0
4.96,9,0.35,7.5,0
13.11,15,0.12,0,0
13,21,0.09,21,0
5.71,8,0.19,6.8,0
7.72,10,0.33,9.67,0
6.25,15,0.18,11.67,0
12.5,15,0.1,12.5,0
5.65,9,0.25,8,0
16.67,30,0.11,27.5,0
15,15,0.07,15,0
12.71,15,0.13,15,0
21.25,30,0.08,27.5,0
9,15,0.09,15,0
5.65,5,0.27,5,0
14,15,0.2,14,0
11,10,0.15,13.33,0
13.33,20,0.15,13.33,0
10,15,0.1,13,0
4.21,5,0.33,5,0
7.33,12,0.28,11.6,0
18.83,25,0.11,25,0
