avggift,lastgife,pgift,ampergift,response
8.00,11,0.21,9.80,0
9.22,11,0.17,12.00,0
20.00,20,0.08,20.00,0
9.20,10,0.20,10.00,0
12.33,19,0.16,15.00,0
11.10,15,0.23,15.67,0
15.25,20,0.13,13.67,0
25.00,25,0.06,25.00,0
20.00,20,0.07,20.00,0
4.94,10,0.44,11.67,0
25.00,25,0.07,25.00,0
10.40,10,0.15,14.67,0
8.90,15,0.22,10.60,0
9.43,15,0.15,13.00,0
9.91,25,0.54,16.00,0
6.45,13,0.21,11.50,0
25.00,25,0.07,25.00,0
16.07,20,0.42,18.88,0
11.62,26,0.19,23.50,0
7.64,21,0.44,6.70,0
11.20,21,0.15,21.00,0
30.00,35,0.07,35.00,0
15.00,15,0.08,15.00,0
9.33,15,0.17,11.67,0
21.43,25,0.12,25.00,0
8.11,20,0.14,12.50,0
20.00,20,0.08,20.00,0
11.67,20,0.10,15.00,0
15.00,15,0.08,15.00,0
23.33,35,0.12,30.00,0
20.00,20,0.07,20.00,0
11.72,13,0.25,12.00,0
15.00,20,0.09,20.00,0
11.44,15,0.18,13.60,0
28.00,40,0.09,40.00,0
3.50,6,0.25,3.60,0
9.67,16,0.16,12.00,0
10.00,10,0.16,10.00,0
5.54,13,0.24,11.80,0
6.00,8,0.17,6.20,0
6.62,10,0.20,9.50,0
12.06,10,0.25,12.00,0
6.43,10,0.35,8.75,0
4.54,5,0.25,5.00,0
14.29,18,0.12,18.00,0
12.23,7,0.19,15.33,0
17.80,15,0.36,21.50,0
11.50,15,0.10,11.50,0
14.46,20,0.18,17.50,0
15.00,20,0.08,15.00,0
16.00,17,0.09,16.00,0
8.78,10,0.16,9.00,0
9.57,10,0.59,10.79,0
15.00,20,0.11,15.00,0
25.00,25,0.07,25.00,0
12.20,20,0.12,16.33,0
15.00,15,0.08,15.00,0
12.29,25,0.18,20.00,0
9.28,13,0.28,11.80,0
14.40,20,0.15,20.00,0
5.81,5,0.29,6.67,0
15.00,20,0.17,16.00,0
11.00,17,0.19,14.00,0
7.88,15,0.17,12.50,0
9.36,11,0.18,12.33,0
10.81,22,0.22,12.00,0
12.08,20,0.25,16.50,0
6.67,16,0.21,15.00,0
5.50,9,0.20,7.50,0
11.67,25,0.14,17.33,0
6.36,10,0.20,7.50,0
23.33,50,0.09,30.00,0
11.67,15,0.13,11.67,0
10.37,20,0.31,10.00,0
15.00,15,0.08,15.00,0
13.69,15,0.28,17.00,0
6.50,10,0.17,9.25,0
7.81,15,0.17,8.33,0
15.33,20,0.13,20.00,0
18.73,26,0.13,27.00,0
21.67,25,0.12,21.67,0
11.88,13,0.16,13.75,0
6.45,10,0.18,8.75,0
13.00,25,0.10,18.00,0
16.47,20,0.22,20.00,0
9.78,20,0.20,20.00,0
34.00,35,0.14,35.00,0
8.00,10,0.21,10.67,0
12.50,15,0.07,15.00,0
5.15,6,0.41,9.00,0
13.00,16,0.10,13.00,0
10.00,15,0.11,12.50,0
13.50,5,0.08,0.00,0
5.80,5,0.16,6.50,0
20.00,20,0.07,20.00,0
7.14,15,0.15,12.00,0
23.00,23,0.07,23.00,0
41.67,50,0.10,50.00,0
19.17,25,0.13,25.00,0
8.33,15,0.11,11.00,0
20.20,21,0.13,17.00,0
12.60,22,0.10,21.00,0
12.12,20,0.15,20.00,0
10.00,10,0.21,10.00,0
29.12,25,0.21,42.75,0
20.00,20,0.07,20.00,0
41.67,50,0.09,45.00,0
8.64,13,0.32,13.00,0
7.33,9,0.21,7.80,0
20.00,20,0.06,20.00,0
13.00,20,0.11,16.50,0
16.00,17,0.07,16.00,0
11.73,17,0.12,15.50,0
12.20,15,0.11,14.00,0
11.67,20,0.12,20.00,0
9.67,15,0.11,12.00,0
8.67,15,0.14,11.67,0
11.20,15,0.11,15.00,0
25.00,25,0.07,25.00,0
17.50,20,0.11,20.00,0
18.33,25,0.08,22.50,0
23.28,50,0.22,43.00,0
15.00,20,0.11,20.00,0
16.67,10,0.11,15.00,0
6.08,10,0.20,8.00,0
10.50,15,0.17,11.67,0
8.43,15,0.18,10.20,0
11.75,15,0.29,11.75,0
11.22,15,0.14,15.00,0
11.57,15,0.17,14.00,0
8.14,10,0.23,11.50,0
12.33,15,0.10,15.00,0
6.64,10,0.46,10.00,0
20.00,20,0.08,20.00,0
52.00,100,0.08,68.33,0
14.75,12,0.27,17.25,0
9.56,11,0.17,11.33,0
4.16,2,0.30,3.00,0
12.00,16,0.10,13.00,0
23.38,50,0.14,50.00,0
10.00,20,0.11,15.00,0
16.70,30,0.18,29.00,0
10.62,12,0.16,11.33,0
14.71,19,0.13,17.67,0
20.00,20,0.11,20.00,0
9.00,15,0.14,13.00,0
8.00,15,0.14,9.00,0
8.93,20,0.29,20.00,0
14.44,20,0.14,20.00,0
12.40,10,0.20,11.33,0
5.87,7,0.27,8.67,0
20.00,20,0.09,20.00,0
3.25,10,0.23,7.50,0
20.00,20,0.07,20.00,0
6.90,10,0.38,9.43,0
19.77,0,0.18,30.33,0
10.50,16,0.12,12.33,0
11.20,13,0.14,13.33,0
16.25,20,0.15,16.67,0
11.50,25,0.30,20.00,0
14.69,25,0.22,25.00,0
10.00,10,0.10,11.67,0
5.22,10,0.24,6.80,0
14.20,15,0.10,0.00,0
10.00,12,0.15,13.00,0
29.00,32,0.11,29.00,0
8.15,10,0.27,9.00,0
12.50,15,0.09,12.50,0
20.00,35,0.11,20.00,0
9.36,12,0.17,10.67,0
14.00,24,0.13,24.00,0
15.58,20,0.24,16.67,0
8.13,10,0.30,11.00,0
8.24,11,0.22,11.00,0
3.18,10,0.48,8.75,0
6.18,10,0.29,6.75,0
15.00,15,0.08,15.00,0
7.40,10,0.50,8.00,0
11.48,17,0.26,17.00,0
9.57,5,0.17,11.75,0
12.50,15,0.09,12.50,0
6.79,6,0.23,10.00,0
17.50,25,0.07,25.00,0
8.18,10,0.23,9.00,0
20.00,20,0.08,0.00,0
12.27,20,0.17,13.33,0
31.61,60,0.25,53.33,0
17.00,25,0.11,21.67,0
13.75,20,0.09,20.00,0
4.57,5,0.34,5.29,0
7.00,10,0.21,7.00,0
7.57,16,0.14,11.67,0
8.33,15,0.09,10.00,0
6.39,10,0.25,6.40,0
31.50,50,0.07,31.50,0
5.00,10,0.27,8.00,0
9.67,20,0.25,12.50,0
15.00,15,0.08,15.00,0
14.00,25,0.12,14.00,0
17.50,25,0.08,17.50,0
12.00,15,0.16,13.00,0
4.92,6,0.44,6.20,0
15.00,20,0.11,15.00,0
15.00,15,0.08,15.00,0
11.33,10,0.15,11.33,0
3.96,5,0.39,5.50,0
7.79,10,0.19,12.50,0
15.10,20,0.17,19.00,0
28.00,45,0.09,45.00,0
13.40,0,0.12,13.00,0
15.00,15,0.08,15.00,0
9.70,15,0.19,15.00,0
16.67,18,0.08,18.00,0
16.40,20,0.09,20.00,0
5.69,10,0.22,7.50,0
7.00,20,0.17,14.00,0
11.50,11,0.14,14.25,0
7.62,10,0.40,8.86,0
6.38,5,0.25,4.40,0
12.50,20,0.08,12.50,0
14.50,20,0.13,16.00,0
5.75,5,0.24,7.50,0
6.55,12,0.18,10.67,0
9.60,12,0.18,12.33,0
18.33,25,0.07,25.00,0
11.25,20,0.12,17.50,0
12.50,15,0.10,12.50,0
21.50,20,0.08,21.50,0
13.75,15,0.08,17.50,0
10.00,12,0.22,10.60,0
15.40,25,0.14,19.50,0
5.92,10,0.21,6.43,0
15.00,20,0.14,15.00,0
50.00,50,0.08,50.00,0
15.00,15,0.08,15.00,0
5.12,7,0.25,5.83,0
11.67,15,0.10,15.00,0
8.45,10,0.37,11.80,0
9.71,12,0.20,12.25,0
15.25,15,0.12,17.00,0
7.12,11,0.24,9.75,0
7.54,5,0.32,7.00,0
16.67,25,0.07,25.00,0
15.83,0,0.09,20.00,0
15.00,15,0.14,15.00,0
7.52,7,0.32,7.40,0
15.50,6,0.13,25.00,0
8.17,11,0.24,10.33,0
10.00,15,0.10,10.00,0
9.36,10,0.20,10.67,0
6.60,8,0.22,7.25,0
20.00,35,0.08,27.50,0
8.00,10,0.18,8.50,0
9.90,15,0.16,15.00,0
20.00,20,0.08,20.00,0
36.50,50,0.12,32.50,0
4.53,10,0.27,7.50,0
11.55,18,0.16,18.00,0
10.09,15,0.33,13.50,0
12.40,15,0.14,13.33,0
10.00,15,0.17,12.50,0
11.93,27,0.24,21.00,0
16.25,15,0.12,20.00,0
13.00,6,0.14,20.00,0
9.00,12,0.14,11.00,0
10.33,16,0.10,13.00,0
10.00,15,0.09,10.00,0
15.83,20,0.12,20.00,0
12.80,22,0.10,22.00,0
11.43,10,0.27,11.67,0
3.53,2,0.45,3.56,0
8.62,15,0.16,11.33,0
16.67,20,0.12,15.00,0
11.50,20,0.11,15.00,0
6.44,12,0.24,11.00,0
13.12,15,0.18,15.00,0
9.00,15,0.11,13.00,0
18.00,26,0.10,18.00,0
41.75,63,0.11,28.67,0
13.20,15,0.13,17.00,0
10.00,10,0.20,10.00,0
11.80,15,0.22,15.00,0
21.40,30,0.11,0.00,0
6.00,10,0.23,7.00,0
12.25,17,0.13,14.67,0
15.00,25,0.16,18.50,0
8.25,15,0.15,12.50,0
11.33,20,0.19,20.00,0
12.50,15,0.09,12.50,0
10.00,15,0.10,12.50,0
11.88,11,0.20,12.50,0
14.38,20,0.20,14.25,0
15.00,15,0.08,15.00,0
8.00,10,0.20,13.50,0
10.18,10,0.38,13.50,0
22.50,25,0.10,25.00,0
8.78,5,0.18,11.00,0
6.86,10,0.15,8.25,0
15.88,25,0.20,25.00,0
4.07,4,0.48,4.20,0
17.62,17,0.15,15.67,0
13.40,19,0.10,19.00,0
31.00,55,0.10,50.00,0
12.00,20,0.12,20.00,0
20.00,30,0.10,27.50,0
12.67,17,0.12,15.67,0
6.57,25,0.31,20.00,0
8.12,10,0.22,11.00,0
11.67,10,0.14,12.50,0
10.00,15,0.12,17.50,0
7.14,15,0.13,15.00,0
4.85,12,0.46,8.50,0
13.25,30,0.16,13.25,0
11.25,15,0.15,11.25,0
25.00,25,0.06,25.00,0
14.88,25,0.15,25.00,0
8.56,15,0.18,14.00,0
9.86,11,0.20,10.67,0
22.57,36,0.15,36.00,0
12.50,20,0.10,12.50,0
13.40,15,0.10,15.00,0
12.00,20,0.11,20.00,0
9.44,10,0.35,14.50,0
6.45,12,0.23,7.33,0
10.00,20,0.16,10.00,0
17.50,10,0.12,25.00,0
6.33,8,0.23,7.50,0
11.00,16,0.58,14.00,0
5.83,6,0.18,11.00,0
20.80,30,0.18,0.00,0
10.00,15,0.07,15.00,0
12.91,25,0.22,13.67,0
20.40,27,0.10,28.50,0
13.50,3,0.19,15.75,0
4.44,5,0.24,5.33,0
15.00,15,0.07,15.00,0
7.11,10,0.37,9.67,0
15.00,20,0.09,20.00,0
5.38,10,0.34,6.67,0
18.62,50,0.17,37.50,0
23.00,23,0.10,23.00,0
16.00,17,0.10,16.00,0
10.00,15,0.12,10.00,0
7.77,5,0.15,5.00,0
7.40,5,0.25,5.00,0
9.33,15,0.19,0.00,0
20.82,29,0.15,28.00,0
12.50,15,0.10,12.50,0
10.14,12,0.16,15.00,0
21.00,25,0.17,20.00,0
9.48,10,0.38,10.00,0
3.00,5,0.50,5.00,0
17.50,25,0.10,17.50,0
20.00,20,0.10,20.00,0
7.80,10,0.19,10.67,0
10.18,10,0.26,10.00,0
15.00,15,0.07,15.00,0
12.78,15,0.20,14.20,0
4.68,5,0.29,5.80,0
5.00,5,0.24,5.57,0
26.03,40,0.28,37.50,0
16.00,17,0.09,16.00,0
8.33,10,0.16,10.00,0
8.00,15,0.11,10.00,0
18.00,18,0.06,18.00,0
10.12,20,0.14,13.67,0
15.00,15,0.13,15.00,0
13.93,20,0.21,20.00,0
15.00,15,0.08,15.00,0
22.50,25,0.09,22.50,0
21.40,25,0.19,20.50,0
13.00,16,0.08,13.00,0
20.00,20,0.08,20.00,0
15.00,20,0.08,15.00,0
6.16,10,0.34,10.00,0
11.38,14,0.21,12.29,0
13.75,15,0.11,16.67,0
29.60,42,0.14,34.50,0
17.00,21,0.09,18.00,0
17.67,10,0.13,28.50,0
7.00,5,0.21,7.00,0
20.00,20,0.08,20.00,0
11.81,11,0.37,10.00,0
10.50,6,0.12,15.00,0
3.62,3,0.35,3.91,0
22.50,25,0.09,22.50,0
9.25,20,0.11,20.00,0
40.00,60,0.08,60.00,0
13.92,25,0.20,0.00,0
10.75,20,0.18,17.33,0
14.00,25,0.17,22.50,0
12.75,25,0.10,25.00,0
13.67,15,0.13,15.00,0
8.85,11,0.19,13.33,0
8.00,15,0.12,12.50,0
16.67,18,0.27,16.67,0
9.31,10,0.33,10.00,0
11.50,20,0.12,13.67,0
10.33,15,0.12,10.50,0
20.00,20,0.06,20.00,0
7.91,10,0.21,10.00,0
8.43,10,0.35,10.00,0
12.88,25,0.23,21.00,0
9.80,12,0.14,11.00,0
23.50,35,0.12,27.00,0
11.50,10,0.11,13.67,0
4.83,5,0.34,5.00,0
9.08,10,0.17,10.00,0
11.33,12,0.17,12.00,0
15.00,15,0.07,15.00,0
12.89,20,0.13,20.00,0
12.50,10,0.08,12.50,0
28.00,28,0.07,28.00,0
25.00,25,0.08,25.00,0
9.34,20,0.19,18.50,0
10.50,15,0.11,15.00,0
9.00,15,0.19,12.00,0
12.50,20,0.11,20.00,0
3.62,5,0.38,3.86,0
11.00,10,0.19,11.00,0
7.15,10,0.31,9.00,0
8.50,11,0.25,12.33,0
6.50,5,0.17,6.50,0
11.00,12,0.30,13.29,0
8.89,4,0.26,10.00,0
5.08,5,0.37,5.33,0
12.50,16,0.18,16.00,0
22.00,25,0.09,25.00,0
6.12,8,0.23,8.00,0
11.50,15,0.37,15.00,0
15.00,15,0.08,15.00,0
10.33,21,0.12,21.00,0
5.22,5,0.44,5.50,0
14.82,25,0.19,21.67,0
20.00,20,0.08,20.00,0
13.89,15,0.16,15.00,0
39.12,50,0.15,44.67,0
18.00,18,0.08,18.00,0
13.67,20,0.12,20.00,0
12.40,15,0.19,12.40,0
9.71,18,0.19,14.00,0
4.07,3,0.39,4.43,0
13.60,15,0.12,15.33,0
5.64,7,0.34,5.90,0
9.00,20,0.14,17.50,0
22.50,25,0.08,22.50,0
15.00,15,0.09,15.00,0
10.22,13,0.26,11.71,0
13.00,16,0.08,16.00,0
7.86,10,0.20,8.20,0
15.00,15,0.08,15.00,0
55.62,68,0.12,66.67,0
8.67,10,0.17,10.00,0
5.19,5,0.27,5.38,0
15.67,25,0.11,25.00,0
6.00,6,0.18,8.00,0
15.56,20,0.33,20.67,0
15.71,25,0.12,20.00,0
15.50,17,0.15,15.50,0
8.12,6,0.23,8.50,0
20.00,20,0.08,0.00,0
13.33,18,0.10,15.00,0
10.67,17,0.17,17.00,0
15.00,15,0.08,15.00,0
6.80,0,0.19,8.75,0
15.00,25,0.09,22.50,0
19.17,20,0.10,20.00,0
6.81,20,0.55,21.00,0
10.20,15,0.12,15.00,0
12.00,15,0.12,12.00,0
11.00,21,0.11,20.00,0
17.00,25,0.11,20.00,0
6.53,10,0.35,10.25,0
10.50,15,0.08,15.00,0
22.15,25,0.20,23.75,0
23.44,27,0.21,26.00,0
4.92,3,0.23,4.71,0
20.00,20,0.07,20.00,0
10.06,10,0.28,10.00,0
15.00,15,0.08,15.00,0
10.75,18,0.14,18.00,0
14.45,19,0.17,22.00,0
18.33,25,0.18,23.75,0
6.19,7,0.25,8.00,0
13.11,19,0.15,18.50,0
6.91,15,0.16,11.00,0
6.73,3,0.22,9.67,0
15.00,20,0.09,15.00,0
9.00,15,0.12,9.00,0
6.91,15,0.17,11.00,0
14.71,20,0.14,20.00,0
17.50,20,0.12,20.00,0
5.80,10,0.37,10.00,0
12.50,15,0.09,12.50,0
15.00,20,0.09,15.00,0
9.35,13,0.20,11.40,0
9.71,10,0.13,13.50,0
7.52,10,0.32,10.00,0
6.25,5,0.20,6.67,0
27.22,50,0.12,50.00,0
11.17,15,0.16,13.00,0
44.09,100,0.15,50.00,0
12.94,18,0.23,17.00,0
5.13,5,0.32,5.71,0
12.75,19,0.12,12.75,0
13.43,25,0.13,22.00,0
9.50,17,0.15,16.00,0
5.00,5,0.30,5.00,0
15.00,25,0.07,15.00,0
20.00,20,0.06,20.00,0
7.50,5,0.18,6.67,0
14.78,15,0.30,15.71,0
9.12,14,0.22,12.00,0
5.81,10,0.34,8.57,0
7.00,11,0.21,11.33,0
5.62,10,0.17,6.67,0
19.79,10,0.23,34.00,0
7.36,15,0.17,12.50,0
12.20,17,0.10,16.00,0
18.33,25,0.09,22.50,0
13.75,18,0.12,17.50,0
10.86,10,0.14,13.75,0
20.11,28,0.15,25.50,0
12.00,25,0.23,15.00,0
14.20,20,0.11,17.50,0
7.38,12,0.23,12.00,0
5.46,5,0.36,6.00,0
10.29,5,0.22,8.33,0
6.67,10,0.39,9.50,0
6.71,5,0.25,9.00,0
15.73,20,0.21,20.00,0
20.00,20,0.07,20.00,0
6.50,10,0.22,9.00,0
19.00,25,0.11,20.50,0
13.18,15,0.30,14.12,0
11.07,25,0.26,17.33,0
10.20,10,0.20,10.00,0
15.00,15,0.08,15.00,0
15.67,17,0.09,17.00,0
21.25,20,0.14,20.00,0
12.50,15,0.12,17.50,0
7.75,15,0.12,8.67,0
11.67,27,0.12,16.00,0
25.00,25,0.07,0.00,0
10.17,15,0.28,15.00,0
5.10,10,0.34,10.00,0
5.73,10,0.25,7.00,0
9.62,10,0.25,11.33,0
15.00,10,0.13,20.00,0
15.00,25,0.12,15.00,0
27.50,20,0.09,27.50,0
5.56,7,0.31,5.62,0
15.00,20,0.10,15.00,0
8.67,10,0.21,10.00,0
10.00,15,0.15,11.67,0
13.33,15,0.20,15.00,0
10.50,25,0.16,21.33,0
7.00,8,0.26,8.00,0
7.31,10,0.20,10.00,0
15.00,15,0.08,15.00,0
15.71,18,0.12,16.67,0
4.90,5,0.26,5.14,0
6.23,7,0.23,7.71,0
3.35,5,0.50,3.88,0
4.78,10,0.25,6.00,0
11.25,20,0.11,13.33,0
25.00,25,0.12,25.00,0
7.36,10,0.19,9.75,0
16.00,19,0.17,20.00,0
25.00,25,0.05,25.00,0
10.33,10,0.24,11.17,0
26.67,35,0.15,35.00,0
10.25,16,0.11,13.00,0
14.00,15,0.09,14.00,0
12.75,30,0.17,19.75,0
9.00,17,0.09,17.00,0
11.67,5,0.24,10.17,0
15.00,15,0.08,15.00,0
20.00,20,0.07,20.00,0
14.20,16,0.12,13.00,0
18.42,26,0.20,21.57,0
8.30,5,0.42,10.12,0
14.00,25,0.10,14.00,0
8.62,15,0.23,14.00,0
18.86,32,0.10,29.50,0
94.43,14,0.10,14.00,0
7.16,20,0.25,11.25,0
11.29,20,0.14,17.00,0
10.55,15,0.18,15.00,0
17.50,15,0.13,20.00,0
8.17,15,0.12,15.00,0
6.56,7,0.25,7.00,0
8.00,6,0.36,8.67,0
10.50,6,0.14,15.00,0
5.08,5,0.29,5.50,0
10.62,16,0.16,13.33,0
13.29,25,0.11,23.00,0
8.72,10,0.35,10.40,0
6.57,3,0.21,5.25,0
6.00,3,0.23,13.00,0
5.25,5,0.18,6.00,0
7.85,9,0.22,9.20,0
15.62,20,0.21,20.00,0
5.53,10,0.28,10.00,0
14.33,20,0.12,16.50,0
12.50,15,0.11,12.50,0
5.60,5,0.36,5.83,0
17.50,15,0.12,20.00,0
15.00,20,0.10,15.00,0
25.00,25,0.07,25.00,0
12.50,20,0.09,12.50,0
10.00,10,0.19,10.80,0
19.00,25,0.07,19.00,0
8.67,10,0.15,10.00,0
10.62,10,0.21,10.00,0
30.00,10,0.11,30.00,0
16.71,20,0.23,17.67,0
14.75,17,0.14,14.75,0
13.40,10,0.19,13.33,0
16.00,17,0.12,17.00,0
14.00,18,0.13,16.67,0
10.71,15,0.12,12.50,0
4.12,7,0.44,5.25,0
9.00,12,0.13,13.00,0
15.00,15,0.14,15.00,0
20.00,20,0.10,20.00,0
11.00,20,0.12,20.00,0
11.00,15,0.12,13.67,0
11.47,23,0.36,19.33,0
4.05,5,0.31,4.20,0
7.73,5,0.25,7.50,0
7.35,5,0.27,9.00,0
8.88,10,0.22,10.00,0
8.00,12,0.31,10.57,0
15.00,15,0.08,0.00,0
20.00,20,0.12,20.00,0
5.40,7,0.19,6.75,0
4.17,4,0.34,3.86,0
12.33,17,0.08,17.00,0
7.00,15,0.14,12.50,0
15.00,15,0.13,13.33,0
10.71,15,0.14,15.00,0
4.43,2,0.30,6.50,0
13.17,15,0.12,15.00,0
13.36,10,0.17,23.00,0
15.43,20,0.12,20.00,0
20.00,20,0.07,20.00,0
18.00,20,0.12,18.33,0
12.00,16,0.15,13.00,0
41.67,25,0.12,50.00,0
20.00,20,0.07,20.00,0
22.00,25,0.16,22.50,0
9.50,13,0.21,15.00,0
15.00,15,0.08,15.00,0
28.00,28,0.07,28.00,0
9.50,12,0.21,9.50,0
16.11,25,0.17,21.67,0
8.33,10,0.17,8.75,0
19.50,5,0.15,12.50,0
9.33,15,0.15,14.00,0
7.50,10,0.17,7.50,0
8.00,15,0.22,7.33,0
16.00,17,0.08,16.00,0
15.00,20,0.12,20.00,0
15.00,15,0.07,15.00,0
16.60,17,0.10,16.00,0
16.00,25,0.25,27.50,0
17.00,19,0.10,17.00,0
12.40,20,0.11,20.00,0
7.33,11,0.16,8.00,0
19.17,25,0.11,22.50,0
5.77,5,0.18,7.00,0
13.50,17,0.10,17.00,0
11.09,15,0.17,15.00,0
12.14,19,0.14,18.00,0
13.25,25,0.24,21.67,0
8.62,22,0.23,22.00,0
8.94,11,0.51,11.82,0
6.00,10,0.15,7.33,0
11.54,11,0.21,11.00,0
15.00,20,0.09,15.00,0
28.70,32,0.14,29.00,0
15.00,15,0.07,15.00,0
2.79,5,0.38,3.71,0
40.70,56,0.10,50.00,0
17.50,20,0.09,17.50,0
14.00,20,0.13,14.00,0
6.73,10,0.21,10.00,0
15.00,15,0.08,15.00,0
11.11,20,0.16,20.00,0
4.45,10,0.26,5.43,0
9.00,10,0.25,10.00,0
23.00,23,0.07,23.00,0
14.00,20,0.11,14.00,0
4.79,5,0.23,6.00,0
15.00,15,0.08,15.00,0
5.74,12,0.26,12.00,0
9.17,13,0.20,12.50,0
4.88,5,0.28,5.00,0
10.82,20,0.22,18.00,0
20.00,20,0.08,20.00,0
11.00,17,0.10,11.00,0
20.00,20,0.06,20.00,0
26.25,35,0.11,30.00,0
5.91,15,0.26,10.00,0
10.55,20,0.18,20.00,0
12.50,20,0.10,12.50,0
24.78,31,0.15,26.00,0
18.67,20,0.09,20.50,0
6.92,10,0.21,10.00,0
12.00,19,0.08,12.00,0
9.32,10,0.24,10.00,0
20.00,20,0.08,20.00,0
4.06,0,0.20,10.00,0
9.20,10,0.17,10.00,0
16.83,18,0.08,0.00,0
9.00,20,0.17,15.00,0
4.16,5,0.33,6.00,0
16.38,25,0.14,25.00,0
20.62,27,0.21,28.00,0
10.44,20,0.23,15.80,0
6.79,5,0.32,7.50,0
30.00,50,0.08,30.00,0
12.00,20,0.13,20.00,0
4.83,10,0.38,10.00,0
6.58,10,0.32,9.50,0
8.00,13,0.27,10.60,0
12.50,15,0.08,12.50,0
9.67,15,0.12,15.00,0
8.25,16,0.16,8.25,0
20.00,20,0.10,20.00,0
6.52,10,0.30,7.83,0
17.50,30,0.11,25.00,0
11.20,20,0.11,16.50,0
20.00,20,0.06,20.00,0
19.20,20,0.09,15.33,0
17.50,20,0.11,20.00,0
13.75,15,0.10,20.00,0
15.00,15,0.08,15.00,0
13.75,15,0.12,16.67,0
10.12,33,0.54,19.50,0
13.91,25,0.16,23.33,0
6.06,11,0.24,10.33,0
11.50,20,0.11,17.50,0
5.47,10,0.23,7.50,0
7.75,9,0.15,8.67,0
8.75,15,0.10,15.00,0
11.25,15,0.15,11.25,0
5.56,7,0.32,5.57,0
27.50,30,0.08,27.50,0
17.50,25,0.06,25.00,0
14.50,17,0.11,16.00,0
21.00,22,0.08,21.00,0
44.27,70,0.17,60.00,0
12.50,15,0.10,12.50,0
50.00,50,0.06,50.00,0
10.56,15,0.16,15.00,0
6.39,10,0.33,8.40,0
5.45,7,0.29,5.78,0
6.35,5,0.27,7.86,0
20.00,20,0.06,20.00,0
12.08,15,0.32,15.50,0
15.00,15,0.06,15.00,0
14.23,25,0.33,25.00,0
31.09,50,0.21,35.00,0
20.00,20,0.08,20.00,0
25.00,25,0.06,25.00,0
19.30,20,0.41,20.00,0
10.40,15,0.12,15.00,0
4.71,5,0.30,6.00,0
13.50,18,0.08,18.00,0
7.86,25,0.15,25.00,0
13.33,20,0.09,15.00,0
12.53,22,0.26,21.00,0
8.80,10,0.21,10.40,0
20.00,25,0.12,25.00,0
9.00,10,0.17,10.50,0
16.00,17,0.08,17.00,0
32.80,47,0.09,47.00,0
9.86,15,0.13,15.00,0
13.17,15,0.17,15.00,0
20.00,20,0.08,20.00,0
14.91,18,0.28,9.40,0
3.82,5,0.26,5.00,0
25.00,25,0.07,25.00,0
15.17,25,0.09,22.50,0
20.00,20,0.08,20.00,0
7.03,11,0.62,9.00,0
11.20,20,0.13,15.33,0
12.31,25,0.18,25.00,0
8.50,10,0.24,8.50,0
9.40,15,0.15,15.00,0
23.75,25,0.09,0.00,0
6.00,18,0.18,15.00,0
13.75,10,0.18,12.50,0
7.86,10,0.19,10.00,0
15.83,30,0.14,25.00,0
6.93,11,0.36,9.67,0
9.67,10,0.25,13.33,0
16.67,20,0.11,20.00,0
11.75,20,0.14,17.00,0
33.00,33,0.07,33.00,0
16.00,17,0.09,16.00,0
33.33,50,0.09,37.50,0
11.08,24,0.26,26.25,0
3.73,5,0.49,3.75,0
7.44,10,0.17,10.67,0
15.00,25,0.08,25.00,0
20.00,20,0.10,20.00,0
3.75,10,0.36,10.00,0
12.33,15,0.07,15.00,0
3.94,15,0.31,15.00,0
9.00,15,0.15,15.00,0
18.33,25,0.11,15.00,0
9.47,10,0.24,10.00,0
5.38,7,0.29,6.00,0
17.38,20,0.10,15.00,0
12.50,15,0.09,12.50,0
13.78,20,0.24,13.00,0
5.85,6,0.41,6.25,0
10.20,17,0.15,16.00,0
10.00,15,0.11,12.50,0
21.67,25,0.16,22.50,0
7.14,15,0.17,8.33,0
7.00,10,0.20,7.00,0
10.29,15,0.16,12.00,0
9.00,10,0.17,10.00,0
7.62,9,0.26,8.67,0
23.00,23,0.07,23.00,0
6.86,8,0.26,7.40,0
22.50,20,0.17,22.67,0
22.50,25,0.08,25.00,0
4.83,6,0.38,5.20,0
11.67,15,0.10,12.50,0
7.27,9,0.33,8.50,0
8.55,15,0.21,12.67,0
10.43,15,0.16,12.00,0
12.44,30,0.21,30.00,0
8.36,10,0.22,10.75,0
12.40,15,0.14,14.25,0
22.25,20,0.23,22.00,0
20.00,20,0.07,20.00,0
14.58,28,0.14,19.00,0
15.91,18,0.14,0.00,0
13.00,16,0.09,13.00,0
12.20,17,0.11,16.00,0
7.20,5,0.13,11.50,0
12.50,25,0.11,15.00,0
5.91,5,0.24,5.00,0
5.50,6,0.26,6.00,0
7.44,10,0.24,12.00,0
5.62,7,0.34,6.33,0
16.86,35,0.21,20.00,0
11.00,15,0.16,15.00,0
16.70,27,0.14,26.00,0
9.55,25,0.18,20.00,0
12.50,15,0.08,12.50,0
17.50,50,0.13,35.00,0
9.20,20,0.11,14.50,0
12.29,17,0.24,18.67,0
17.50,25,0.06,25.00,0
8.06,5,0.46,6.86,0
20.00,20,0.11,25.00,0
6.23,8,0.26,7.20,0
23.00,23,0.07,23.00,0
21.25,30,0.09,27.50,0
10.25,10,0.37,10.50,0
6.75,5,0.17,7.00,0
7.19,10,0.25,8.33,0
8.63,12,0.29,0.00,0
17.00,25,0.12,13.00,0
10.67,20,0.09,13.50,0
10.33,15,0.09,13.00,0
