avggift,lastgife,pgift,ampergift,response
10.83,16,0.12,15,0
20,20,0.08,20,0
6.92,10,0.24,7,0
10.5,16,0.11,13,0
10.33,16,0.1,13,0
10.5,25,0.15,10.5,0
17,17,0.08,17,0
18,19,0.1,19.5,0
15,15,0.07,15,0
9.75,5,0.15,12.5,0
12.5,15,0.09,12.5,0
18.18,100,0.19,10,1
10.67,10,0.14,11,1
30,50,0.33,37.5,0
19.17,25,0.11,25,0
11.57,15,0.19,15,0
17.05,10,0.25,17.5,0
9.67,15,0.11,0,0
9,11,0.25,11,0
11.88,15,0.11,0,0
6.5,15,0.27,7.67,0
20,20,0.08,20,0
6.33,10,0.22,10,0
6,2,0.14,7.67,0
10.58,15,0.28,14,0
16,17,0.1,16,0
12.75,20,0.12,20,0
5.57,8,0.19,6,0
8.72,0,0.22,10,0
9.4,15,0.14,14,0
20.67,30,0.1,30,0
15.62,25,0.12,30,0
5.5,7,0.35,6,0
7.33,5,0.16,5,1
11.75,15,0.14,15,0
9.47,15,0.22,12.5,0
7.36,14,0.22,13,0
20,20,0.06,20,0
11,20,0.13,15,0
20,20,0.08,20,0
13.79,16,0.22,17.5,0
4.15,5,0.43,5.83,0
6.9,10,0.23,8,0
15.25,20,0.14,17.33,0
3.23,2,0.44,3.89,0
15,15,0.08,15,0
5.88,6,0.24,6.5,0
12.33,15,0.1,15,0
15,15,0.06,15,0
15,20,0.09,15,0
9.65,15,0.19,15,0
7.2,12,0.42,11,0
12.6,20,0.14,14.5,0
15,24,0.08,15,0
13,10,0.19,11,1
10.5,16,0.12,16,0
15,15,0.08,15,0
5.23,5,0.25,5.71,1
21.11,30,0.16,26.67,0
5.93,10,0.3,9.67,0
13.43,18,0.14,19,0
25,25,0.06,25,0
12.6,19,0.11,18,0
16.69,30,0.23,27.5,0
12.5,15,0.08,12.5,0
12,15,0.23,10,0
13,26,0.12,13,0
25,25,0.06,25,0
12.61,10,0.24,13.6,0
6.67,10,0.2,7.4,0
18.33,25,0.11,23,0
10.38,15,0.16,12.4,0
5.2,5,0.36,5,0
6.69,9,0.36,9.4,0
10.71,17,0.32,17,0
20,20,0.2,20,0
15,15,0.08,15,0
8.94,15,0.29,15,0
10.58,15,0.31,13,1
15,15,0.07,0,0
11.33,15,0.17,14,0
12.17,15,0.18,13.6,0
6.64,6,0.17,7.2,0
8.88,15,0.2,12.33,0
10.8,15,0.11,15,0
8.5,14,0.16,9.33,0
10.57,15,0.11,15,0
15.7,25,0.19,19.33,0
5.11,10,0.28,10,0
8.31,12,0.2,10.67,0
8.29,10,0.27,18.5,0
9.89,4,0.26,12.8,0
7.25,10,0.18,20,0
11,15,0.15,15,0
3.86,3,0.21,4.4,0
16.67,20,0.12,16.67,0
25,25,0.07,25,0
15.83,20,0.1,20,0
7.6,10,0.34,9.17,0
8.7,10,0.19,11.33,0
11.67,15,0.1,12.5,0
25,25,0.07,25,0
20,25,0.12,20,0
7.4,11,0.14,8.5,0
10.71,13,0.23,12.67,0
13.4,16,0.12,15,0
8.33,17,0.1,11,0
23,27,0.23,24,0
16,17,0.1,16,0
8,9,0.17,8,0
15.28,20,0.25,20,0
32.09,81,0.2,55,0
16.67,30,0.11,30,0
6,10,0.26,7.4,0
15,15,0.1,15,0
5,10,0.34,6.33,0
13.25,16,0.12,14.33,0
11.62,20,0.25,20,0
15,15,0.19,14.67,0
13.33,16,0.11,13.33,0
20,20,0.08,20,0
15,15,0.08,0,0
10.33,10,0.29,12,0
6.2,9,0.24,7.67,0
20.47,50,0.26,18.75,0
20,20,0.06,20,0
9.77,60,0.46,24,0
10.18,20,0.15,20,0
3.21,5,0.51,5,0
6.25,10,0.15,6.25,0
15.17,15,0.1,0,0
16.67,20,0.09,20,0
12.5,20,0.1,20,0
12.35,15,0.49,12.5,0
16,25,0.11,25,0
3.72,6,0.78,4.8,0
15,20,0.07,20,0
13,16,0.1,13,0
10.89,15,0.26,13.67,0
15,23,0.3,22,0
9.35,10,0.39,10,0
20.1,28,0.29,23.57,0
15,20,0.09,20,1
9.29,10,0.14,11.67,0
11.3,15,0.19,14.33,0
7.67,12,0.37,11,0
10.62,16,0.19,16,0
6.25,6,0.17,6.33,0
23.75,25,0.12,23.33,0
15.2,20,0.11,20,0
20.88,25,0.13,25,1
9.79,12,0.21,11,0
13.5,22,0.09,13.5,0
6.18,11,0.33,9.67,0
7.95,9,0.32,7.67,0
22.5,20,0.09,25,0
14.09,20,0.31,22,0
6.2,10,0.3,9,0
20,20,0.06,20,1
14,20,0.12,14,0
9,15,0.1,11,0
10.5,15,0.1,13,0
10.67,12,0.12,10.67,0
6.71,10,0.15,8,0
5,6,0.42,5.08,0
6.59,10,0.28,10,0
10.5,15,0.15,15,0
17.83,25,0.17,19.4,0
6.81,10,0.36,11.5,0
18.33,20,0.09,20,0
15,20,0.09,15,0
15.5,25,0.23,22,0
12.69,19,0.18,18,0
15,25,0.1,25,0
18.71,20,0.28,20,0
5.45,9,0.2,8,0
10,15,0.11,13,0
13.5,20,0.1,20,0
9,15,0.13,9,0
12.33,12,0.1,13.5,0
5.57,10,0.21,9.67,0
15,15,0.09,15,0
4.4,10,0.3,6,1
24.2,50,0.14,30,0
16.25,20,0.17,13.33,0
15.83,20,0.14,20,0
6.56,9,0.26,7.5,0
12.29,22,0.23,21.5,0
12.43,21,0.17,18,0
9.2,10,0.22,10,0
15.33,20,0.08,20,0
11.5,10,0.25,13.43,0
6.71,10,0.28,6.71,0
14.8,16,0.19,14.8,0
6.14,6,0.26,6.67,0
9.5,17,0.12,17,0
10,10,0.18,10,0
25,25,0.08,25,0
15,15,0.08,15,0
12.08,15,0.23,15,0
6.61,9,0.41,7.56,0
3.53,10,0.4,10,0
14.36,15,0.15,17.5,0
5.37,5,0.38,5.5,0
10,10,0.3,10.57,0
11.23,20,0.54,16.38,0
11.5,20,0.14,11.5,0
7.58,15,0.19,11.67,0
8.12,10,0.29,10.67,0
8.64,5,0.21,10.2,0
15,20,0.1,15,0
6.37,3,0.25,6.43,0
7.6,10,0.25,8.83,0
10,15,0.11,10,0
15,15,0.08,15,0
14.08,10,0.18,15,0
20,20,0.08,20,0
20,20,0.06,20,0
6.33,6,0.26,7.33,0
20,20,0.08,20,0
9.9,15,0.16,15,0
23.18,25,0.15,25,0
4.74,6,0.38,5.67,0
9.12,15,0.15,15,0
6.67,10,0.21,8,0
17.23,15,0.18,20,0
25,25,0.08,25,0
17.5,25,0.13,19.5,0
10.55,10,0.18,12.5,0
20,20,0.08,20,0
8,10,0.17,11.33,0
8.64,10,0.24,9.67,0
11.44,16,0.23,13.6,0
10.71,19,0.13,15,0
75,100,0.06,100,0
12.33,17,0.09,16,0
9.7,18,0.16,14,0
6.67,5,0.14,6.67,0
11,20,0.25,10,0
8.2,10,0.16,7,0
9.1,10,0.17,11.25,0
7.37,6,0.31,7.4,0
7.33,5,0.25,9,0
7.8,10,0.17,8.25,0
8.74,10,0.29,13,0
15.11,25,0.14,22.5,0
18.44,23,0.16,23,0
8.17,10,0.18,8.8,0
15.28,16,0.23,19.2,0
14.17,25,0.15,22.5,0
15,15,0.08,15,0
15,20,0.08,20,0
6.47,9,0.28,6.8,0
8.4,10,0.34,8.71,0
13,15,0.15,14.5,0
9.12,10,0.22,10,0
28,28,0.06,28,1
13.33,20,0.12,15,0
6.85,12,0.2,10.5,1
8.55,13,0.17,12,0
6.15,5,0.33,6.43,0
13,15,0.1,15,0
5.75,10,0.15,5.75,0
14,20,0.11,14,0
13.82,10,0.35,23,0
3.38,4,0.3,3.43,0
6.82,9,0.3,7.75,0
9.5,12,0.17,12,0
2.99,5,0.55,5.14,0
10.6,14,0.15,14,1
3.71,4,0.36,4,0
3.86,7,0.33,5.6,1
13,16,0.09,16,0
6.79,10,0.29,8.67,0
15,15,0.1,15,0
31.07,15,0.19,48,0
17,15,0.1,25,0
13.75,20,0.12,16.67,0
6.05,15,0.3,9.2,0
20,20,0.08,20,1
10.33,15,0.09,15,0
15,20,0.1,15,0
6.93,11,0.26,11,0
2.84,2,0.35,3,0
7.76,10,0.28,9.25,0
15,20,0.11,20,0
14,20,0.08,20,0
31.73,40,0.35,30.67,0
16.62,25,0.14,24,0
16.43,25,0.27,21.67,0
5.43,5,0.38,5,0
23,20,0.12,21.67,1
16.67,25,0.12,22.5,0
15,15,0.06,15,0
8.86,12,0.2,10.75,0
4.44,7,0.32,5.33,0
19.78,40,0.15,40,0
11,3,0.13,3,0
4.35,5,0.42,5.33,0
6.9,10,0.33,9.83,0
8,10,0.16,10.67,0
25,25,0.1,0,0
6.63,10,0.2,10,0
55,100,0.11,100,0
10.86,20,0.14,20,0
8.25,19,0.14,10.25,0
6.75,15,0.14,12,0
8.22,10,0.3,10.67,0
3.6,5,0.39,4,0
7.85,10,0.29,10,0
29.1,35,0.18,30.8,0
25,25,0.06,25,0
4.71,5,0.42,5,0
9.35,11,0.33,10.43,0
13.6,18,0.13,18,0
15,20,0.08,15,0
12.36,10,0.17,16,0
13.81,17,0.34,17,0
3.21,4,0.32,4.67,0
7.91,8,0.22,7,0
12.5,20,0.09,12.5,0
12.2,20,0.1,20,0
9.75,15,0.14,11.33,0
8,10,0.18,10.5,0
15,15,0.06,15,0
8.44,6,0.15,11,0
15,20,0.27,15,0
5.07,5,0.55,5.2,1
6,8,0.22,8.5,0
8.35,10,0.22,10,0
13.33,16,0.1,16,0
14.4,21,0.22,20.5,0
11.33,12,0.14,11.33,1
7.18,13,0.2,10,0
8.9,12,0.29,10.29,0
10.44,15,0.15,15,0
5.88,5,0.33,5.75,0
8.19,15,0.25,15,0
7.18,8,0.29,8.75,0
5.65,8,0.29,6.75,0
7.12,10,0.3,10.6,0
6.17,8,0.23,6.5,0
15,20,0.09,15,0
9.33,17,0.15,15,0
5.1,5,0.21,5.4,0
17,25,0.07,25,0
12,16,0.1,13,0
8.5,15,0.18,12.33,0
16.5,0,0.07,0,0
5.77,5,0.49,5.56,0
6.87,11,0.26,9.25,0
27.47,100,0.41,54.33,0
25,25,0.07,25,0
10.86,16,0.13,14,0
27.67,31,0.09,27.67,0
15,15,0.07,15,0
11.5,16,0.1,14,0
20,20,0.07,20,0
12.39,20,0.24,19,0
20,20,0.08,20,0
8.5,20,0.22,10.8,0
21.88,29,0.11,29,0
12.5,20,0.11,12.5,0
10.5,15,0.14,15,0
7.36,15,0.25,9.6,1
10.81,19,0.22,18,0
20,25,0.11,17.5,0
5.96,11,0.3,10,0
15,20,0.08,15,0
4.5,5,0.21,5,0
7.5,9,0.25,8,0
4.64,10,0.23,7,0
20,20,0.07,20,0
12.33,15,0.1,12.33,0
9.08,10,0.21,10.33,0
5.62,8,0.23,7.2,0
17.17,35,0.12,25,0
10,10,0.15,10,0
10.44,15,0.15,15,0
27.6,33,0.13,29.5,0
50,50,0.08,50,0
6.4,10,0.27,8,0
12.38,35,0.22,19,0
11,15,0.11,12.5,0
13,16,0.09,13,0
11.7,0,0.16,20,0
9.33,16,0.12,13.33,0
10.11,25,0.15,22.5,0
12.85,14,0.3,14.67,0
16.25,25,0.17,18.33,0
11.8,16,0.14,15,0
15,17,0.12,16,0
12.83,20,0.15,18.33,0
5.83,10,0.25,8.5,0
15,20,0.08,20,0
12,16,0.14,12,0
12.5,17,0.1,17,0
6,5,0.23,6,0
7.57,6,0.15,8.67,0
9,17,0.09,11,0
27.5,30,0.06,30,0
10.5,10,0.29,14,0
17.5,25,0.08,17.5,0
10.5,12,0.1,13.5,0
15,15,0.17,19,1
13,16,0.1,13,0
14,18,0.08,14,0
12.83,10,0.25,10,0
8.8,10,0.21,9.5,0
10.44,10,0.19,10.33,0
12.5,20,0.1,15,0
7.38,15,0.16,12.5,0
12.5,15,0.11,12.5,0
24.12,35,0.12,32.5,0
10,15,0.07,15,0
10.67,20,0.12,13.5,0
13.71,15,0.15,15,0
4.67,5,0.17,5,0
20,20,0.08,20,0
8.5,10,0.18,8.5,0
20,20,0.06,20,1
18.57,25,0.18,17.5,0
9.14,15,0.17,12.5,0
7.67,7,0.14,9,0
20,20,0.07,20,0
22.5,25,0.06,25,0
7.62,10,0.21,9.33,0
44.7,25,0.11,25,1
6.87,14,0.23,13,0
16.56,25,0.16,25,0
15,10,0.11,15,0
17.5,20,0.11,20,0
9.82,10,0.19,11.75,0
20,20,0.07,20,0
12.43,20,0.14,18,0
13.3,18,0.12,0,0
20.46,33,0.21,23.33,1
7.22,10,0.16,10,0
10.33,5,0.09,10,0
11.17,17,0.11,16,0
15,10,0.11,20,0
5.25,10,0.3,8,0
15.33,10,0.17,14.25,0
10.67,10,0.14,10.67,0
12.1,17,0.19,17,0
21.58,35,0.18,35,0
39.29,50,0.12,50,0
13.33,18,0.09,15,0
10.24,50,0.44,36.67,0
15.17,20,0.18,20,0
12.33,16,0.11,15,0
9,10,0.17,10,0
23.33,25,0.09,25,0
22.88,25,0.2,25,0
15.57,25,0.09,0,0
9,15,0.15,14,0
3.96,5,0.35,5,0
14,18,0.11,17,0
15,15,0.09,20,1
4.21,6,0.53,6.11,0
16.67,25,0.18,19.25,0
8,15,0.2,9.8,0
9,10,0.17,10,0
12.5,10,0.13,15,0
8,4,0.18,10,0
4.87,5,0.28,5.71,0
11.86,15,0.12,15,1
9.73,14,0.17,12.67,1
13.2,16,0.1,16,0
13.25,35,0.21,15,0
26.12,40,0.12,45,0
11.14,20,0.21,20,0
7.37,10,0.28,10,0
10.69,10,0.25,14,0
30,30,0.1,30,0
48,100,0.1,55,0
12.7,10,0.25,18.75,0
11.2,5,0.11,14.5,0
9.6,16,0.11,16,0
6.8,13,0.21,12,0
20,20,0.07,20,0
12.36,15,0.14,14.67,0
8.42,5,0.24,9.17,0
15.5,17,0.09,15.67,0
21.67,25,0.1,21.67,0
14.12,18,0.14,19,0
10.19,17,0.22,16,0
10.18,10,0.17,11.67,0
9.69,10,0.31,8.75,1
8.19,5,0.6,9.8,0
8.67,15,0.14,12.5,0
15.78,20,0.14,20,0
16.57,25,0.38,26.67,0
4,5,0.41,5,0
4.94,10,0.22,7.5,0
8,15,0.14,15,0
7.88,10,0.21,13,0
6.08,7,0.25,7.57,1
11.18,10,0.18,12.5,0
10.67,16,0.13,15,0
6.55,10,0.34,8,0
16.5,15,0.17,25,0
12.2,15,0.16,13.75,0
8.31,10,0.2,9,0
17.5,20,0.1,17.5,0
17.2,32,0.11,27,0
11.64,14,0.14,13.67,0
5,6,0.24,5.2,0
14.29,15,0.11,15,0
4.25,5,0.3,5,0
15.11,20,0.14,20,0
13.77,16,0.17,14.67,0
12.92,10,0.19,13.75,0
10.33,11,0.12,10.33,0
4.29,8,0.26,4,0
9.62,20,0.23,18,0
12.33,20,0.18,20,0
8.09,25,0.2,13.67,0
25,25,0.08,25,0
4.29,5,0.31,5,0
6.33,7,0.36,7.2,0
5.43,6,0.23,5.83,0
12.17,25,0.2,23.33,0
13.22,20,0.35,17.83,0
12.5,15,0.12,12.5,0
8.67,15,0.12,13,0
9.82,15,0.22,15,0
5,5,0.25,5,1
9.8,11,0.18,9.8,0
11.8,20,0.14,13.67,0
7,11,0.14,8,0
11.44,20,0.23,12.5,0
9.62,10,0.32,12.5,0
18.43,25,0.11,25,0
15,25,0.08,15,0
9.15,10,0.37,10,0
15,20,0.1,20,0
4.47,5,0.33,4.22,1
11.09,12,0.16,10.67,0
14.14,20,0.13,15.5,0
7.06,10,0.25,10,0
6.55,15,0.27,11.5,0
7,6,0.18,7.33,0
10.9,12,0.33,12,0
14.4,20,0.14,13,0
5.39,10,0.26,10,0
15,20,0.09,15,0
8,7,0.28,7.71,1
11,15,0.19,16.67,0
6.73,9,0.28,7.67,0
8.6,10,0.15,11.67,0
5.73,10,0.19,6.2,0
5.95,9,0.3,7.75,0
15,15,0.06,15,0
7.1,7,0.39,7.3,0
23.4,24,0.13,26.75,0
4.91,5,0.43,5,0
16,20,0.14,16.67,0
17.33,20,0.09,21,0
17.5,20,0.13,15,0
5,10,0.22,5,0
7.5,19,0.14,11,0
9.45,18,0.23,13.6,0
5.75,14,0.24,9.5,0
17,20,0.12,20,0
13.58,30,0.2,25.33,0
20,20,0.07,20,0
9.67,16,0.15,15.5,0
8,15,0.22,13,0
11.28,10,0.36,11,0
5.62,7,0.24,7.33,0
11.85,10,0.2,10,0
25.75,39,0.14,36.5,0
13.17,22,0.11,21,0
14,20,0.1,20,0
7.17,5,0.19,8,0
13.67,15,0.12,25,0
11.18,21,0.24,13.33,0
12.33,13,0.28,13.4,0
8.89,5,0.2,9,0
12.44,15,0.16,15,0
6.75,15,0.16,13,0
6.31,10,0.27,10,0
7.18,10,0.24,10,0
10.62,20,0.18,20,0
17,13,0.15,12,0
14.33,15,0.11,17.5,0
11.71,20,0.14,15.5,0
11.8,25,0.12,22.5,0
6.78,9,0.18,11,0
6.88,10,0.44,10,0
10.2,15,0.09,15,0
10.4,20,0.21,17.5,0
17.2,0,0.16,15.33,0
3.38,5,0.44,3.62,0
16.29,21,0.15,18.5,0
32,50,0.13,0,0
20,20,0.08,20,0
11.5,15,0.1,15,0
6.22,5,0.16,6.8,0
16.67,20,0.08,20,0
9.64,12,0.21,10.67,0
25,25,0.08,25,0
6.8,10,0.21,7.5,0
7.29,8,0.37,8.25,0
6.55,3,0.19,8.5,0
10.89,14,0.46,14,0
15,20,0.07,20,0
11.5,8,0.14,11.5,0
25,50,0.13,33.33,0
10.12,20,0.15,17.5,0
5.43,7,0.26,7.25,0
7.41,10,0.24,9.67,0
10,15,0.1,15,0
5.5,6,0.32,6.14,1
27.5,35,0.07,30,0
10.76,10,0.38,11.83,0
13.96,20,0.21,20,0
10.8,25,0.18,17.67,0
13.27,25,0.15,16.67,0
9,10,0.25,10,0
17.5,20,0.09,17.5,0
13,16,0.08,13,0
12.18,17,0.17,17,0
7.05,14,0.29,13,0
5.38,10,0.28,5.29,0
15.25,15,0.17,25,0
14,20,0.11,20,0
13.33,10,0.16,16.75,0
21.25,25,0.1,22.5,0
9.2,13,0.17,10.75,0
15,15,0.09,15,0
11.2,18,0.12,13.33,0
6.74,10,0.2,8.33,0
9.77,12,0.2,12,0
22.5,20,0.09,25,0
33.86,52,0.14,52,0
19.77,24,0.2,24.33,0
9.83,20,0.12,20,0
7,6,0.21,7.5,0
13.17,20,0.17,20,0
9.5,5,0.47,5.67,0
7.59,11,0.33,10,0
6.47,10,0.25,10,0
10.5,12,0.15,10.5,0
5.81,8,0.33,6.8,0
9.12,20,0.15,20,0
20,20,0.07,20,0
7.13,10,0.31,8.5,1
6.2,5,0.25,7,0
8.67,15,0.13,14,0
6.75,10,0.19,7.33,0
11.71,20,0.17,10,0
21.25,30,0.11,26.67,0
14.62,20,0.14,20,0
7.67,10,0.2,9,0
6.15,8,0.22,6.8,0
17,20,0.09,17,0
15,20,0.27,15,0
28.75,25,0.13,33.33,0
20,20,0.07,20,0
7.13,10,0.22,7.75,0
7.87,14,0.22,12,0
15,15,0.06,15,0
15,20,0.09,15,0
12.65,25,0.28,18.33,0
8.4,10,0.18,8,0
10.8,20,0.15,20,0
11.5,15,0.1,15,0
13,16,0.08,13,0
14.8,15,0.13,16.33,0
11,15,0.21,15,0
13.36,19,0.16,18,0
3.75,5,0.21,6.67,0
15,20,0.09,20,0
9.67,16,0.13,14,0
13.33,15,0.09,15,0
12.75,21,0.1,21,0
17,25,0.09,20,1
12.52,15,0.28,15,0
15.14,15,0.3,15.29,1
30,30,0.05,30,0
12.5,20,0.09,12.5,0
10,15,0.12,12.5,0
14,20,0.09,20,1
28.2,25,0.21,35,0
12.5,24,0.11,24,0
13.4,20,0.15,15.5,0
9.6,15,0.16,11.25,0
11,15,0.13,13.33,0
26.25,20,0.13,28.33,0
15,15,0.08,15,0
10,15,0.09,15,0
9.75,15,0.12,12,0
21.06,15,0.27,26.43,0
6.08,20,0.18,13.5,1
15.07,20,0.23,20,0
8.75,15,0.11,15,0
11.56,10,0.15,11.33,1
30.71,30,0.11,27.5,0
8,12,0.26,11,0
7.92,10,0.47,9.44,0
8.26,12,0.32,0,0
11.21,15,0.22,15,0
14.7,20,0.16,16.25,0
6,10,0.26,6.8,0
6.33,10,0.24,7.5,1
7.38,10,0.25,10.4,0
15,25,0.11,15,0
10.93,25,0.22,20.33,0
17.5,25,0.08,17.5,0
10.22,11,0.33,10.67,0
6.3,15,0.32,15,0
14.48,20,0.28,17.5,0
12,20,0.11,12,0
6.85,8,0.24,9.33,0
20,20,0.07,20,0
8.27,11,0.24,10.33,1
20,20,0.1,20,0
11.67,15,0.12,12.5,0
8.45,10,0.28,11.67,0
13,16,0.08,13,0
12.86,10,0.17,15,0
16.67,15,0.1,17.5,0
10.62,16,0.14,15,0
10,15,0.09,15,0
8.77,20,0.23,17.25,0
11.5,20,0.09,20,0
12.5,15,0.08,15,1
7.24,13,0.23,13,1
9.61,10,0.22,13.33,0
15,15,0.06,15,0
10.89,12,0.24,11.6,0
7.4,10,0.23,11,0
11.5,20,0.12,11.5,0
6.67,10,0.14,6.67,0
25,25,0.07,25,0
6.75,10,0.23,10,0
18,45,0.18,37.5,0
7.18,14,0.22,12.67,0
8.36,20,0.2,15,0
10.58,10,0.2,10,0
16,17,0.1,16,0
13.59,20,0.4,18,0
17.8,25,0.12,21.67,0
8,15,0.12,12.5,0
10.5,32,0.26,20.67,0
9.1,10,0.27,10.2,0
14.62,21,0.12,20,0
7.42,8,0.33,9.2,0
13,16,0.1,13,0
5.47,10,0.26,8,0
15,15,0.08,15,0
17.78,25,0.19,21,0
15,20,0.08,15,0
11.29,25,0.13,23,0
13,17,0.09,17,0
10.67,12,0.12,10.67,0
22.5,30,0.09,30,0
13.71,25,0.26,25,0
13.29,30,0.13,27.5,0
7.17,10,0.24,8.71,0
6.9,10,0.16,10.67,0
14,19,0.12,19,0
25,25,0.05,25,0
9.08,10,0.29,10.67,0
21,22,0.1,21,0
15,15,0.08,15,0
17.33,21,0.16,20,0
18.5,40,0.12,24.5,0
10.5,17,0.11,17,0
7.05,12,0.29,10,0
7.75,15,0.23,15,0
5.55,10,0.18,9,0
8.77,11,0.19,11,1
17.18,22,0.16,22.33,1
9.5,12,0.17,12,0
7.36,10,0.22,10,0
14,20,0.09,18,0
10.47,16,0.32,11.22,0
10.57,16,0.13,15,0
10.77,15,0.22,11.8,0
11.62,16,0.11,15,0
8.4,10,0.14,10,0
11.25,15,0.14,11.25,0
12.5,20,0.1,12.5,1
11,20,0.48,18.5,0
21,22,0.09,21,0
11.2,10,0.13,10,0
10,3,0.19,10,0
9.67,15,0.13,12.33,0
12.28,15,0.25,15,0
16.4,25,0.17,21.25,0
7.75,14,0.18,11,0
3.2,5,0.24,4.75,0
10.56,15,0.23,11.25,0
11.4,25,0.49,16.75,0
9,10,0.16,10.5,0
16.33,40,0.15,25,0
20,25,0.12,15,1
37.5,50,0.07,37.5,0
8.67,10,0.23,9.2,0
72.22,100,0.12,100,0
8.25,10,0.16,8.25,0
20,25,0.11,25,0
7.47,20,0.23,13,0
17.57,30,0.12,30,0
12.22,20,0.24,20,0
7.25,15,0.14,8,0
15,20,0.09,15,0
24,27,0.12,24,0
17.12,25,0.24,25,0
10,15,0.09,12.5,0
9.23,16,0.25,16,0
32.33,32,0.12,32.33,1
10.73,10,0.22,10,0
17.18,25,0.17,21,0
4.12,5,0.29,4.67,0
15,15,0.07,15,0
14.33,20,0.17,16.75,0
11.17,15,0.24,11.2,0
8.86,10,0.25,9.33,0
5.24,10,0.21,10,0
14,17,0.09,16,0
16.8,20,0.2,20,0
17.77,32,0.32,26,0
8.79,13,0.23,13,0
15.67,15,0.09,16,0
4.56,5,0.29,5.4,0
7.36,5,0.22,7.5,0
22.5,25,0.07,22.5,0
4.19,10,0.3,8.2,0
16.75,22,0.09,21,0
11,10,0.29,11.43,0
15,15,0.06,15,0
14.91,25,0.24,15.5,0
26.67,25,0.1,25,0
8.5,13,0.13,9.67,0
10.4,15,0.14,15,0
20,20,0.08,20,0
12.5,25,0.1,18.5,0
9.45,10,0.18,8.8,0
14.5,15,0.18,20,0
21.25,25,0.08,25,0
6.75,7,0.17,5.67,0
8.5,15,0.1,15,0
3.78,3,0.42,3.5,0
25,25,0.12,25,0
13.33,15,0.12,15,0
8,9,0.22,8,0
15.2,20,0.1,20,1
8.13,13,0.24,12,1
27.5,30,0.08,27.5,0
6.05,10,0.28,6.5,0
11,15,0.21,15,0
11.75,25,0.15,17.5,0
10.5,5,0.15,10,0
20,20,0.07,20,0
14.96,7,0.26,17,0
11.25,15,0.18,15,0
5.75,5,0.36,6.43,0
11.62,20,0.2,20.5,0
9.17,10,0.12,10,0
6.8,10,0.19,6.8,0
26,30,0.16,30,0
9.75,10,0.32,12.5,0
20,30,0.12,20,0
14.5,20,0.17,20,0
9.75,10,0.17,12.2,0
14.5,20,0.14,20,0
20,20,0.07,20,0
11.56,18,0.14,16,0
5.64,10,0.23,9,0
7.07,10,0.19,7.33,0
20,25,0.14,23.33,0
8.09,15,0.17,15,0
7.6,10,0.32,9.33,0
17.4,22,0.1,21,1
15.67,17,0.25,15.67,0
9.8,10,0.14,9.67,0
13.67,16,0.12,15.5,0
14.67,18,0.11,14.67,0
13.88,25,0.23,18.33,0
9.42,16,0.26,15,0
18.4,25,0.1,22.5,0
11.36,20,0.26,15.62,0
20,20,0.07,20,0
17.5,20,0.09,17.5,0
12.22,21,0.16,17.5,0
5.14,7,0.19,6,0
7.2,15,0.12,12.5,0
20,20,0.08,0,0
12.5,20,0.11,12.5,0
10,15,0.31,12,0
11.25,15,0.15,15,0
9.77,12,0.19,11,0
10.12,10,0.17,13,0
7.71,7,0.23,9.25,0
13.33,15,0.12,12.5,0
12.33,15,0.12,13.5,0
6.19,10,0.2,12.67,0
10.2,11,0.26,11.5,0
20,20,0.07,20,0
13.27,17,0.3,15.17,0
10.33,20,0.12,5,0
10.58,17,0.29,15.8,0
11.33,16,0.12,16,0
7,6,0.14,7.5,0
14,10,0.12,17,0
9.75,15,0.17,10,0
8,12,0.22,10.67,0
19,20,0.14,18.75,1
5.9,13,0.3,12,0
12.62,15,0.14,17.75,0
34.29,45,0.12,45,0
13.07,20,0.23,18.8,0
18.4,25,0.12,19,0
5.31,15,0.23,11,0
11.57,10,0.23,13,0
6.08,6,0.34,6.1,0
9.6,13,0.15,12.33,0
12.5,20,0.09,12.5,0
9.92,20,0.17,19,0
10.85,23,0.21,22,0
18.33,25,0.06,25,0
15,15,0.06,15,0
12.79,25,0.38,21,0
18.12,15,0.12,0,0
20,20,0.06,20,0
6.65,10,0.23,12.5,0
20,20,0.08,20,0
3.65,4,0.5,3.91,0
7.12,10,0.25,10,0
15,15,0.08,15,0
20.38,20,0.12,20,0
25,25,0.07,25,0
4.46,4,0.56,5.25,0
6.65,10,0.39,10,0
11.25,15,0.15,15,0
25,20,0.13,25,1
15,15,0.09,15,0
15,15,0.08,15,0
32.25,32,0.08,37,0
9.13,10,0.26,8.33,0
17.52,26,0.4,25.25,0
7.33,10,0.14,7.33,0
7.2,9,0.25,7.75,0
14.5,19,0.15,19,0
13,15,0.11,15,0
35,50,0.05,50,0
8.5,7,0.17,8.5,0
15,15,0.08,0,1
18.33,25,0.09,25,0
15,15,0.09,15,0
15,20,0.08,20,0
8.4,10,0.19,9,0
10.67,12,0.19,11,0
13,16,0.09,13,0
14,19,0.25,15.4,0
20,20,0.08,20,0
10.25,10,0.18,11.25,0
9.17,10,0.18,10,0
13.33,20,0.09,15,0
6.67,8,0.19,8,0
12,25,0.14,20,0
7.67,10,0.18,8,0
11.25,15,0.15,15,0
10.05,16,0.26,16,0
20,20,0.08,20,0
10.5,16,0.11,15,0
9.25,16,0.32,15,0
7.21,10,0.35,9,0
12.5,16,0.22,13.8,0
10.5,16,0.11,10.5,0
15,15,0.08,15,0
5.58,10,0.24,7,0
24.27,25,0.29,25,1
